-0.7	-1	0	0.148725
-0.7	-1	0.1	0.14433
-0.7	-1	0.2	0.131907
-0.7	-1	0.3	0.113534
-0.7	-1	0.4	0.0920286
-0.7	-1	0.5	0.0702528
-0.7	-1	0.6	0.0505064
-0.7	-1	0.7	0.0341957
-0.7	-1	0.8	0.0218041
-0.7	-1	0.9	0.0130933
-0.7	-1	1	0.00740459
-0.7	-1	1.1	0.00394362
-0.7	-1	1.2	0.00197803
-0.7	-1	1.3	0.000934354
-0.7	-1	1.4	0.000415655
-0.7	-1	1.5	0.000174139
-0.7	-1	1.6	6.87073e-05
-0.7	-1	1.7	2.553e-05
-0.7	-1	1.8	8.93392e-06
-0.7	-0.95	0	0.199258
-0.7	-0.95	0.1	0.193369
-0.7	-0.95	0.2	0.176726
-0.7	-0.95	0.3	0.152109
-0.7	-0.95	0.4	0.123297
-0.7	-0.95	0.5	0.0941228
-0.7	-0.95	0.6	0.0676671
-0.7	-0.95	0.7	0.0458145
-0.7	-0.95	0.8	0.0292126
-0.7	-0.95	0.9	0.017542
-0.7	-0.95	1	0.00992047
-0.7	-0.95	1.1	0.00528356
-0.7	-0.95	1.2	0.00265011
-0.7	-0.95	1.3	0.00125182
-0.7	-0.95	1.4	0.000556883
-0.7	-0.95	1.5	0.000233307
-0.7	-0.95	1.6	9.20521e-05
-0.7	-0.95	1.7	3.42044e-05
-0.7	-0.95	1.8	1.19694e-05
-0.7	-0.9	0	0.262986
-0.7	-0.9	0.1	0.255213
-0.7	-0.9	0.2	0.233247
-0.7	-0.9	0.3	0.200758
-0.7	-0.9	0.4	0.162731
-0.7	-0.9	0.5	0.124226
-0.7	-0.9	0.6	0.0893088
-0.7	-0.9	0.7	0.0604671
-0.7	-0.9	0.8	0.0385555
-0.7	-0.9	0.9	0.0231524
-0.7	-0.9	1	0.0130933
-0.7	-0.9	1.1	0.00697338
-0.7	-0.9	1.2	0.00349768
-0.7	-0.9	1.3	0.00165219
-0.7	-0.9	1.4	0.000734989
-0.7	-0.9	1.5	0.000307925
-0.7	-0.9	1.6	0.000121493
-0.7	-0.9	1.7	4.51439e-05
-0.7	-0.9	1.8	1.57976e-05
-0.7	-0.85	0	0.341928
-0.7	-0.85	0.1	0.331822
-0.7	-0.85	0.2	0.303263
-0.7	-0.85	0.3	0.261021
-0.7	-0.85	0.4	0.211579
-0.7	-0.85	0.5	0.161515
-0.7	-0.85	0.6	0.116117
-0.7	-0.85	0.7	0.0786179
-0.7	-0.85	0.8	0.050129
-0.7	-0.85	0.9	0.0301022
-0.7	-0.85	1	0.0170236
-0.7	-0.85	1.1	0.00906662
-0.7	-0.85	1.2	0.0045476
-0.7	-0.85	1.3	0.00214813
-0.7	-0.85	1.4	0.000955615
-0.7	-0.85	1.5	0.000400356
-0.7	-0.85	1.6	0.000157962
-0.7	-0.85	1.7	5.8695e-05
-0.7	-0.85	1.8	2.05396e-05
-0.7	-0.8	0	0.437948
-0.7	-0.8	0.1	0.425005
-0.7	-0.8	0.2	0.388425
-0.7	-0.8	0.3	0.33432
-0.7	-0.8	0.4	0.270995
-0.7	-0.8	0.5	0.206872
-0.7	-0.8	0.6	0.148725
-0.7	-0.8	0.7	0.100695
-0.7	-0.8	0.8	0.0642062
-0.7	-0.8	0.9	0.0385555
-0.7	-0.8	1	0.0218041
-0.7	-0.8	1.1	0.0116127
-0.7	-0.8	1.2	0.00582466
-0.7	-0.8	1.3	0.00275137
-0.7	-0.8	1.4	0.00122397
-0.7	-0.8	1.5	0.000512784
-0.7	-0.8	1.6	0.000202321
-0.7	-0.8	1.7	7.51777e-05
-0.7	-0.8	1.8	2.63075e-05
-0.7	-0.75	0	0.552581
-0.7	-0.75	0.1	0.53625
-0.7	-0.75	0.2	0.490095
-0.7	-0.75	0.3	0.421829
-0.7	-0.75	0.4	0.341928
-0.7	-0.75	0.5	0.261021
-0.7	-0.75	0.6	0.187654
-0.7	-0.75	0.7	0.127052
-0.7	-0.75	0.8	0.0810122
-0.7	-0.75	0.9	0.0486475
-0.7	-0.75	1	0.0275114
-0.7	-0.75	1.1	0.0146523
-0.7	-0.75	1.2	0.00734926
-0.7	-0.75	1.3	0.00347155
-0.7	-0.75	1.4	0.00154434
-0.7	-0.75	1.5	0.000647006
-0.7	-0.75	1.6	0.000255279
-0.7	-0.75	1.7	9.48555e-05
-0.7	-0.75	1.8	3.31935e-05
-0.7	-0.7	0	0.686839
-0.7	-0.7	0.1	0.66654
-0.7	-0.7	0.2	0.609172
-0.7	-0.7	0.3	0.524319
-0.7	-0.7	0.4	0.425005
-0.7	-0.7	0.5	0.32444
-0.7	-0.7	0.6	0.233247
-0.7	-0.7	0.7	0.157922
-0.7	-0.7	0.8	0.100695
-0.7	-0.7	0.9	0.0604671
-0.7	-0.7	1	0.0341957
-0.7	-0.7	1.1	0.0182123
-0.7	-0.7	1.2	0.00913488
-0.7	-0.7	1.3	0.00431501
-0.7	-0.7	1.4	0.00191957
-0.7	-0.7	1.5	0.000804206
-0.7	-0.7	1.6	0.000317302
-0.7	-0.7	1.7	0.000117902
-0.7	-0.7	1.8	4.12584e-05
-0.7	-0.65	0	0.841007
-0.7	-0.65	0.1	0.816151
-0.7	-0.65	0.2	0.745906
-0.7	-0.65	0.3	0.642007
-0.7	-0.65	0.4	0.520401
-0.7	-0.65	0.5	0.397264
-0.7	-0.65	0.6	0.285602
-0.7	-0.65	0.7	0.193369
-0.7	-0.65	0.8	0.123297
-0.7	-0.65	0.9	0.0740396
-0.7	-0.65	1	0.0418713
-0.7	-0.65	1.1	0.0223003
-0.7	-0.65	1.2	0.0111853
-0.7	-0.65	1.3	0.00528356
-0.7	-0.65	1.4	0.00235043
-0.7	-0.65	1.5	0.000984718
-0.7	-0.65	1.6	0.000388524
-0.7	-0.65	1.7	0.000144366
-0.7	-0.65	1.8	5.05193e-05
-0.7	-0.6	0	1.01445
-0.7	-0.6	0.1	0.984466
-0.7	-0.6	0.2	0.899735
-0.7	-0.6	0.3	0.774409
-0.7	-0.6	0.4	0.627724
-0.7	-0.6	0.5	0.479191
-0.7	-0.6	0.6	0.344502
-0.7	-0.6	0.7	0.233247
-0.7	-0.6	0.8	0.148725
-0.7	-0.6	0.9	0.0893088
-0.7	-0.6	1	0.0505064
-0.7	-0.6	1.1	0.0268993
-0.7	-0.6	1.2	0.013492
-0.7	-0.6	1.3	0.00637319
-0.7	-0.6	1.4	0.00283516
-0.7	-0.6	1.5	0.0011878
-0.7	-0.6	1.6	0.000468649
-0.7	-0.6	1.7	0.000174139
-0.7	-0.6	1.8	6.09379e-05
-0.7	-0.55	0	1.20544
-0.7	-0.55	0.1	1.16981
-0.7	-0.55	0.2	1.06913
-0.7	-0.55	0.3	0.920208
-0.7	-0.55	0.4	0.745906
-0.7	-0.55	0.5	0.569409
-0.7	-0.55	0.6	0.409362
-0.7	-0.55	0.7	0.277161
-0.7	-0.55	0.8	0.176726
-0.7	-0.55	0.9	0.106123
-0.7	-0.55	1	0.0600153
-0.7	-0.55	1.1	0.0319637
-0.7	-0.55	1.2	0.0160322
-0.7	-0.55	1.3	0.00757308
