1	21
2.01728	19.8977


2.01728	19.8977
3.5129	20.0123


3.5129	20.0123
5.00527	20.1634


5.00527	20.1634
6.24294	19.3159


5.00527	20.1634
5.78688	20.1699


6.24294	19.3159
7.74293	19.3094


6.24294	19.3159
5.84755	17.869


5.84755	17.869
6.75336	16.6734


6.75336	16.6734
7.00275	17.1559


6.75336	16.6734
7.80362	15.6024


7.00275	17.1559
7.39282	17.1066


6.75336	16.6734
6.08116	16.0722


6.08116	16.0722
5.77366	14.604


5.77366	14.604
5.82084	13.1048


5.82084	13.1048
7.07978	13.7919


7.07978	13.7919
8.37691	13.0386


8.37691	13.0386
9.5846	12.1489


9.5846	12.1489
10.5987	11.0436


5.82084	13.1048
4.49138	12.4101


1	21
0.58375	21.0924


10.5987	11.0436
11.9399	10.3719


10.5987	11.0436
10.4425	9.55179


11.9399	10.3719
12.756	11.6305


12.756	11.6305
13.8126	12.6952


11.9399	10.3719
13.0365	9.34852


13.8126	12.6952
14.73	13.8819


4.49138	12.4101
3.0466	12.0069


13.0365	9.34852
14.0718	8.26313


3.0466	12.0069
2.45697	10.6276


14.0718	8.26313
13.7835	6.7911


2.45697	10.6276
2.82764	9.17416


14.0718	8.26313
15.2409	8.00627


7.39282	17.1066
7.63241	17.9238


15.2409	8.00627
16.1934	6.8475


12.756	11.6305
13.3601	11.8009


9.5846	12.1489
8.39934	11.2296


14.73	13.8819
14.3001	15.3189


13.8126	12.6952
12.7555	13.7091


5.84755	17.869
6.56297	17.7769


10.4425	9.55179
9.31785	9.03342


14.73	13.8819
16.2144	14.0979


12.756	11.6305
11.9687	12.1763


13.8126	12.6952
15.0134	12.1981


2.01728	19.8977
1.80368	20.5274


14.0718	8.26313
13.9778	8.51228


16.1934	6.8475
17.1459	5.68873


11.9687	12.1763
11.2082	12.468


17.1459	5.68873
18.0984	4.52996


2.82764	9.17416
2.32972	7.75922


9.31785	9.03342
8.73278	9.76732


8.73278	9.76732
8.98672	9.72639


11.9399	10.3719
11.5052	10.1254


14.3001	15.3189
14.1745	16.8137


13.9778	8.51228
14.9177	9.33217


2.82764	9.17416
4.05522	10.0362


2.32972	7.75922
3.21892	6.5512


15.0134	12.1981
15.516	11.3728


11.2082	12.468
10.9752	12.052


6.08116	16.0722
5.43056	15.49


9.5846	12.1489
9.66886	12.5379


14.1745	16.8137
15.3034	17.8015


15.3034	17.8015
16.7608	18.1564


5.43056	15.49
5.25649	15.8925


3.0466	12.0069
3.10307	13.315


3.10307	13.315
3.22745	13.8133


3.21892	6.5512
2.50794	5.2304


2.50794	5.2304
2.19378	3.76367


1.80368	20.5274
1.97911	20.8643


5.82084	13.1048
6.17002	13.5789


16.2144	14.0979
17.231	15.0375


13.7835	6.7911
13.4616	5.32605


5.00527	20.1634
4.31825	20.8678


2.50794	5.2304
3.837	4.53498


4.05522	10.0362
3.9066	10.1869


13.0365	9.34852
13.2369	9.06885


5.77366	14.604
5.89911	14.3236


13.4616	5.32605
12.6205	4.08403


13.0365	9.34852
12.5956	9.90215


16.7608	18.1564
18.2591	18.2274


5.25649	15.8925
5.31543	16.3891


17.231	15.0375
18.6061	14.4384


16.1934	6.8475
15.1063	5.81397


18.6061	14.4384
20.0967	14.2703


3.10307	13.315
1.82286	12.7668


3.837	4.53498
4.30814	4.94599


14.3001	15.3189
15.1536	14.815


16.7608	18.1564
15.9022	19.3864


4.30814	4.94599
5.43045	3.95079


7.74293	19.3094
7.90896	20.8002


2.32972	7.75922
2.55952	7.8232


11.9687	12.1763
12.1297	12.0047


15.3034	17.8015
15.8488	16.4666


14.3001	15.3189
14.0567	14.6253


18.0984	4.52996
19.5955	4.6239


4.30814	4.94599
4.89852	6.32492


5.89911	14.3236
5.70407	14.2315


2.50794	5.2304
2.64048	4.62642


19.5955	4.6239
21.0328	5.05288


15.516	11.3728
16.0763	12.2187


12.6205	4.08403
12.5808	2.94363


15.9022	19.3864
16.7796	19.5709


2.45697	10.6276
1.05564	10.192


16.7796	19.5709
17.9924	20.4537


20.0967	14.2703
20.881	15.5489


17.231	15.0375
18.1303	16.1989


17.9924	20.4537
17.3491	20.2411


2.19378	3.76367
1.01864	4.25263


14.0567	14.6253
14.346	14.4109


18.2591	18.2274
18.9603	17.9835


9.31785	9.03342
8.5259	8.80874


1.05564	10.192
1.24802	9.47941


4.89852	6.32492
5.96538	6.08399


16.7796	19.5709
17.0663	19.1613


19.5955	4.6239
20.4412	3.79536


20.881	15.5489
21.0823	17.0354


14.1745	16.8137
13.5947	16.2172


5.25649	15.8925
5.5772	16.0405


17.0663	19.1613
17.4511	19.2516


3.5129	20.0123
2.98822	19.0312


20.4412	3.79536
20.7353	2.32446


20.7353	2.32446
21	1


