0.35	0.35	0.4
0.319971	0.316745	0.422188
0.288528	0.279566	0.410823
0.25189	0.248181	0.397684
0.230955	0.206411	0.415486
0.236321	0.163167	0.390967
0.188604	0.149103	0.385934
0.152795	0.116188	0.374343
0.121898	0.079586	0.388683
0.0914185	0.067668	0.350881
0.0588338	0.0452386	0.381461
0.0667492	-0.000913367	0.398993
0.0294959	-0.0324945	0.388277
0.0244089	-0.0603504	0.429486
0.0550376	-0.0839912	0.461156
0.0697091	-0.119699	0.429381
0.0945672	-0.144558	0.393826
0.0920731	-0.154001	0.34479
0.119704	-0.180047	0.31226
0.147335	-0.206093	0.279731
0.174965	-0.232138	0.247202
0.14272	-0.264892	0.227518
0.107073	-0.268565	0.19265
0.0980808	-0.291548	0.149165
0.144847	-0.305086	0.137778
0.191613	-0.318624	0.126391
0.238379	-0.332162	0.115004
0.285145	-0.3457	0.103617
0.3	-0.35	0.1
