5.67971	19.2121	0.387248
5.7414	19.1334	0.349451
5.80309	19.0547	0.305203
5.86478	18.976	0.258508
5.92647	18.8973	0.212886
5.98815	18.8186	0.170983
6.04984	18.7399	0.134427
6.11153	18.6612	0.10391
6.17322	18.5825	0.0794065
6.23491	18.5038	0.0604514
6.29659	18.4251	0.046401
6.35828	18.3464	0.0366282
6.41997	18.2677	0.0306421
6.48166	18.189	0.0281388
6.54334	18.1102	0.0290062
6.60503	18.0315	0.033304
6.66672	17.9528	0.0412382
6.72841	17.8741	0.0531449
6.7901	17.7954	0.0694911
6.85178	17.7167	0.0908924
6.91347	17.638	0.118135
6.97516	17.5593	0.152175
7.03685	17.4806	0.194085
7.09854	17.4019	0.24491
7.16022	17.3232	0.305438
7.22191	17.2445	0.37592
7.2836	17.1658	0.455812
7.34529	17.0871	0.543654
7.40697	17.0084	0.637157
7.46866	16.9297	0.733529
7.53035	16.851	0.829956
7.59204	16.7722	0.9241
7.65373	16.6935	1.01441
7.71541	16.6148	1.10013
7.7771	16.5361	1.18101
7.83879	16.4574	1.25676
7.90048	16.3787	1.32665
7.96217	16.3	1.38922
8.02385	16.2213	1.44249
8.08554	16.1426	1.4845
8.14723	16.0639	1.51392
8.20892	15.9852	1.53071
8.2706	15.9065	1.53638
8.33229	15.8278	1.53389
8.39398	15.7491	1.52717
8.45567	15.6704	1.52041
8.51736	15.5917	1.51727
8.57904	15.513	1.52026
8.64073	15.4342	1.53029
8.70242	15.3555	1.54652
8.76411	15.2768	1.56652
8.8258	15.1981	1.58683
8.88748	15.1194	1.60366
8.94917	15.0407	1.61377
9.01086	14.962	1.61522
9.07255	14.8833	1.60785
9.13423	14.8046	1.59335
9.19592	14.7259	1.57482
9.25761	14.6472	1.55608
9.3193	14.5685	1.54083
9.38099	14.4898	1.53191
9.44267	14.4111	1.53074
9.50436	14.3324	1.53719
9.56605	14.2537	1.54961
9.62774	14.175	1.56526
9.68943	14.0962	1.58089
9.75111	14.0175	1.59341
9.8128	13.9388	1.60054
9.87449	13.8601	1.60128
9.93618	13.7814	1.59609
9.99786	13.7027	1.58668
10.0596	13.624	1.57554
10.1212	13.5453	1.56523
10.1829	13.4666	1.5578
10.2446	13.3879	1.55432
10.3063	13.3092	1.55477
10.368	13.2305	1.55822
10.4297	13.1518	1.56316
10.4914	13.0731	1.56797
10.5531	12.9944	1.57129
10.6147	12.9157	1.5723
10.6764	12.837	1.57092
10.7381	12.7582	1.5677
10.7998	12.6795	1.56357
10.8615	12.6008	1.55946
10.9232	12.5221	1.55581
10.9849	12.4434	1.5521
11.0466	12.3647	1.54667
11.1082	12.286	1.53685
11.1699	12.2073	1.51933
11.2316	12.1286	1.49077
11.2933	12.0499	1.44843
11.355	11.9712	1.39063
11.4167	11.8925	1.317
11.4784	11.8138	1.22852
11.5401	11.7351	1.12738
11.6017	11.6564	1.0168
11.6634	11.5777	0.900864
11.7251	11.499	0.784227
11.7868	11.4202	0.671872
11.8485	11.3415	0.568741
11.9102	11.2628	0.479306
11.9719	11.1841	0.407118
12.0336	11.1054	0.354398
12.0953	11.0267	0.321736
12.1569	10.948	0.307954
12.2186	10.8693	0.31017
12.2803	10.7906	0.324067
12.342	10.7119	0.344362
12.4037	10.6332	0.36544
12.4654	10.5545	0.382062
12.5271	10.4758	0.390045
12.5888	10.3971	0.386786
