1	21
1.13502	21.3765


1	21
1.2755	20.71


1.2755	20.71
1.24919	20.3109


1.24919	20.3109
1.63949	20.2233


1.63949	20.2233
1.8882	19.9101


1.8882	19.9101
2.15772	19.6145


2.15772	19.6145
2.53804	19.4906


2.53804	19.4906
2.93025	19.412


2.93025	19.412
3.00275	19.0186


3.00275	19.0186
3.40076	19.0585


3.40076	19.0585
3.80024	19.079


3.80024	19.079
4.2002	19.0733


4.2002	19.0733
4.6002	19.0722


4.6002	19.0722
4.90471	19.3316


4.90471	19.3316
5.20262	19.0646


5.20262	19.0646
5.35124	18.6933


5.35124	18.6933
5.59066	18.3728


5.59066	18.3728
5.81754	18.0434


5.81754	18.0434
5.83438	17.6438


5.83438	17.6438
5.84049	17.2438


5.84049	17.2438
5.78698	16.8474


5.78698	16.8474
5.76702	16.4479


5.76702	16.4479
6.0725	16.1897


6.0725	16.1897
5.94543	15.8104


6.0725	16.1897
6.46763	16.1274


5.94543	15.8104
5.90672	15.4123


6.46763	16.1274
6.79854	15.9027


6.79854	15.9027
7.19145	15.9777


5.90672	15.4123
5.81293	15.0234


5.81293	15.0234
5.8528	14.6254


7.19145	15.9777
7.57404	16.0944


5.8528	14.6254
5.61004	14.3075


7.57404	16.0944
7.82827	15.7856


2.93025	19.412
3.11988	19.7642


5.61004	14.3075
5.49585	13.9241


5.49585	13.9241
5.36066	13.5477


5.36066	13.5477
5.01802	13.3413


5.36066	13.5477
5.6427	13.264


5.6427	13.264
5.87084	12.9355


5.87084	12.9355
6.17658	12.6776


6.17658	12.6776
6.10446	12.2841


1.24919	20.3109
1.23675	20.2291


5.01802	13.3413
4.62317	13.2773


7.57404	16.0944
7.86458	16.3693


4.90471	19.3316
4.89619	19.7315


6.10446	12.2841
6.49114	12.1818


6.49114	12.1818
6.67929	11.8288


6.67929	11.8288
6.43519	11.5119


6.43519	11.5119
6.75137	11.2669


6.75137	11.2669
7.02372	10.9739


7.02372	10.9739
7.3635	10.7628


7.3635	10.7628
7.27765	10.3722


6.43519	11.5119
6.44915	11.3653


5.94543	15.8104
5.55234	15.8844


7.27765	10.3722
7.5997	10.1349


4.62317	13.2773
4.33558	12.9993


4.33558	12.9993
4.06788	12.7021


4.06788	12.7021
3.7932	12.4113


1.23675	20.2291
1.19756	19.831


3.7932	12.4113
3.55143	12.0926


3.55143	12.0926
3.21782	11.8719


7.5997	10.1349
7.9913	10.2164


3.21782	11.8719
3.09102	11.4926


3.7932	12.4113
4.0993	12.1538


6.44915	11.3653
6.07994	11.2114


4.0993	12.1538
4.25497	11.7853


4.62317	13.2773
4.60803	13.4052


3.09102	11.4926
